,Unnamed: 0,size,isEmpty,peek_obj_type,size_p,isEmpty_p,peek_obj_type_p,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
0,0,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""",0,,12,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '40', '41']",0,
1,1,"size == ""1.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.float""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""",0,,1,['43'],0,
2,2,"size == ""2.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",16,"['2', '5', '6', '7', '15', '21', '23', '24', '25', '28', '32', '34', '37', '39', '40', '46']",7,"['3', '11', '13', '14', '17', '44', '45']",16,"['2', '5', '6', '7', '15', '21', '23', '24', '25', '28', '32', '34', '37', '39', '40', '46']"
3,3,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""",1,['38'],12,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '40', '41']",1,['38']
4,5,"size == ""1.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.double""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""",0,,1,['43'],0,
5,6,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""",0,,25,"['0', '1', '2', '4', '5', '6', '11', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
6,12,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,25,"['0', '1', '2', '4', '5', '6', '11', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
7,13,"size == ""1.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.short""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""",0,,1,['43'],0,
8,14,"size == ""2.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""",16,"['2', '5', '6', '7', '15', '21', '23', '24', '25', '28', '32', '34', '37', '39', '40', '46']",7,"['3', '11', '13', '14', '17', '44', '45']",16,"['2', '5', '6', '7', '15', '21', '23', '24', '25', '28', '32', '34', '37', '39', '40', '46']"
9,15,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.string""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""",2,"['33', '38']",0,,2,"['33', '38']"
10,16,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""",0,,25,"['0', '1', '2', '4', '5', '6', '10', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
11,20,"size == ""1.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""",0,,2,"['30', '43']",0,
